Gastos medios y distribución porcentual;Quintil de gasto;Códigos de gasto (2 dígitos);Periodo;Total
Distribución (porcentajes horizontales);Total;11 Restaurantes y hoteles;2009;100
Distribución (porcentajes horizontales);Total;11 Restaurantes y hoteles;2008;100
Distribución (porcentajes horizontales);Total;11 Restaurantes y hoteles;2007;100
Distribución (porcentajes horizontales);Total;11 Restaurantes y hoteles;2006;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2023;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2022;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2021;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2020;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2019;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2018;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2017;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2016;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2015;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2014;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2013;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2012;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2011;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2010;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2009;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2008;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2007;100
Distribución (porcentajes horizontales);Total;12 Otros bienes y servicios;2006;100
Distribución (porcentajes horizontales);Quintil 1;Índice general;2023;9,74
Distribución (porcentajes horizontales);Quintil 1;Índice general;2022;9,87
Distribución (porcentajes horizontales);Quintil 1;Índice general;2021;9,94
Distribución (porcentajes horizontales);Quintil 1;Índice general;2020;10
Distribución (porcentajes horizontales);Quintil 1;Índice general;2019;9,47
Distribución (porcentajes horizontales);Quintil 1;Índice general;2018;9,42
Distribución (porcentajes horizontales);Quintil 1;Índice general;2017;9,41
Distribución (porcentajes horizontales);Quintil 1;Índice general;2016;9,52
Distribución (porcentajes horizontales);Quintil 1;Índice general;2015;9,5
Distribución (porcentajes horizontales);Quintil 1;Índice general;2014;9,37
Distribución (porcentajes horizontales);Quintil 1;Índice general;2013;9,58
Distribución (porcentajes horizontales);Quintil 1;Índice general;2012;9,63
Distribución (porcentajes horizontales);Quintil 1;Índice general;2011;9,5
Distribución (porcentajes horizontales);Quintil 1;Índice general;2010;9,39
Distribución (porcentajes horizontales);Quintil 1;Índice general;2009;9,28
Distribución (porcentajes horizontales);Quintil 1;Índice general;2008;9,07
Distribución (porcentajes horizontales);Quintil 1;Índice general;2007;8,43
Distribución (porcentajes horizontales);Quintil 1;Índice general;2006;8
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2023;12,5
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2022;12,62
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2021;12,49
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2020;13,03
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2019;13,54
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2018;13,55
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2017;13,58
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2016;13,47
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2015;13,46
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2014;13,14
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2013;13,21
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2012;13,74
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2011;13,95
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2010;14,05
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2009;14,06
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2008;13,73
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2007;13,2
Distribución (porcentajes horizontales);Quintil 1;01 Alimentos y bebidas no alcohólicas;2006;12,24
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2023;9,52
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2022;9,82
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2021;9,58
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2020;10,19
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2019;12,35
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2018;12
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2017;12,72
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2016;13,31
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2015;12,8
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2014;13,13
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2013;12,38
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2012;13,34
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2011;14,85
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2010;14,22
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2009;13,67
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2008;12,81
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2007;11,72
Distribución (porcentajes horizontales);Quintil 1;02 Bebidas alcohólicas y tabaco;2006;11,71
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2023;8,45
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2022;8,18
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2021;7,71
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2020;7,05
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2019;7,33
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2018;7,14
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2017;6,81
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2016;6,91
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2015;6,98
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2014;6,37
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2013;6,61
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2012;7,03
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2011;7,07
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2010;6,62
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2009;6,79
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2008;6,75
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2007;6,07
Distribución (porcentajes horizontales);Quintil 1;03 Vestido y calzado;2006;6
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;13,02
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;12,97
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;12,82
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;12,36
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;12,27
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;12,27
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;12,39
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;12,37
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2015;12,28
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2014;12,24
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2013;12,18
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2012;12,16
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2011;11,92
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2010;12,07
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2009;11,89
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2008;12,09
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2007;12,06
Distribución (porcentajes horizontales);Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2006;11,8
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;7,36
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;7,17
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;7,11
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;7,23
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;7
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;6,48
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;6,57
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;6,35
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2015;6,21
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2014;6,27
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2013;5,88
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2012;6,16
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2011;6,1
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2010;5,91
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2009;6,07
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2008;6,4
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2007;5,79
Distribución (porcentajes horizontales);Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2006;5,03
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2023;6,32
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2022;6,56
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2021;6,66
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2020;6,69
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2019;6,86
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2018;6,46
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2017;6,3
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2016;6,41
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2015;5,56
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2014;5,13
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2013;5,4
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2012;5,01
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2011;5,18
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2010;5,32
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2009;5,1
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2008;5,53
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2007;4,8
Distribución (porcentajes horizontales);Quintil 1;06 Sanidad;2006;4,58
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2023;5,24
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2022;5,41
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2021;5,18
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2020;4,89
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2019;5,17
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2018;5,61
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2017;5,36
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2016;5,86
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2015;5,75
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2014;5,62
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2013;6,38
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2012;6,18
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2011;6,03
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2010;5,61
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2009;5,41
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2008;4,65
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2007;3,96
Distribución (porcentajes horizontales);Quintil 1;07 Transporte;2006;3,74
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2023;14,78
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2022;14,99
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2021;14,79
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2020;14,97
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2019;13,56
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2018;13,81
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2017;13,65
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2016;13,21
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2015;13,37
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2014;13,12
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2013;12,86
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2012;12,6
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2011;12,53
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2010;11,88
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2009;11,71
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2008;11,52
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2007;10,49
Distribución (porcentajes horizontales);Quintil 1;08 Comunicaciones;2006;10,08
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2023;5,31
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2022;5,43
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2021;5,73
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2020;5,43
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2019;5,19
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2018;5,01
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2017;5,02
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2016;5,09
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2015;5,35
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2014;5,19
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2013;5,62
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2012;5,87
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2011;5,47
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2010;5,64
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2009;5,56
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2008;5,78
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2007;5,08
Distribución (porcentajes horizontales);Quintil 1;09 Ocio y cultura;2006;4,64
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2023;5,82
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2022;5,69
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2021;5,09
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2020;5,13
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2019;4,06
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2018;4,08
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2017;3,96
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2016;3,96
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2015;3,72
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2014;3,54
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2013;3,87
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2012;3,47
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2011;3,4
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2010;3,86
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2009;3,93
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2008;3,5
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2007;3,14
Distribución (porcentajes horizontales);Quintil 1;10 Enseñanza;2006;2,17
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2023;4,79
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2022;5,13
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2021;4,92
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2020;4,92
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2019;5,43
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2018;5,2
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2017;5,4
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2016;5,35
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2015;5,26
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2014;5,16
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2013;5,39
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2012;5,71
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2011;5,82
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2010;5,99
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2009;6,09
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2008;6,35
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2007;5,8
Distribución (porcentajes horizontales);Quintil 1;11 Restaurantes y hoteles;2006;5,74
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2023;9,16
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2022;9,4
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2021;9,73
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2020;9,24
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2019;8,68
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2018;8,53
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2017;8,62
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2016;8,34
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2015;8,27
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2014;7,97
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2013;8,25
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2012;8,2
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2011;8,29
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2010;8,02
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2009;7,98
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2008;7,76
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2007;6,91
Distribución (porcentajes horizontales);Quintil 1;12 Otros bienes y servicios;2006;6,39
Distribución (porcentajes horizontales);Quintil 2;Índice general;2023;14,19
Distribución (porcentajes horizontales);Quintil 2;Índice general;2022;14,14
Distribución (porcentajes horizontales);Quintil 2;Índice general;2021;14,16
Distribución (porcentajes horizontales);Quintil 2;Índice general;2020;14,2
Distribución (porcentajes horizontales);Quintil 2;Índice general;2019;13,84
Distribución (porcentajes horizontales);Quintil 2;Índice general;2018;13,8
Distribución (porcentajes horizontales);Quintil 2;Índice general;2017;13,92
Distribución (porcentajes horizontales);Quintil 2;Índice general;2016;14
Distribución (porcentajes horizontales);Quintil 2;Índice general;2015;13,85
Distribución (porcentajes horizontales);Quintil 2;Índice general;2014;13,93
Distribución (porcentajes horizontales);Quintil 2;Índice general;2013;14,15
Distribución (porcentajes horizontales);Quintil 2;Índice general;2012;14,07
Distribución (porcentajes horizontales);Quintil 2;Índice general;2011;13,94
Distribución (porcentajes horizontales);Quintil 2;Índice general;2010;13,89
Distribución (porcentajes horizontales);Quintil 2;Índice general;2009;14,04
Distribución (porcentajes horizontales);Quintil 2;Índice general;2008;13,82
Distribución (porcentajes horizontales);Quintil 2;Índice general;2007;13,62
Distribución (porcentajes horizontales);Quintil 2;Índice general;2006;13,18
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2023;17,52
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2022;17,21
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2021;17,44
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2020;17,95
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2019;17,64
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2018;17,84
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2017;17,8
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2016;17,91
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2015;17,49
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2014;17,63
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2013;17,93
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2012;17,7
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2011;18,05
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2010;17,86
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2009;18,22
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2008;18,14
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2007;18,07
Distribución (porcentajes horizontales);Quintil 2;01 Alimentos y bebidas no alcohólicas;2006;17,73
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2023;16,58
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2022;14,59
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2021;15,72
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2020;15,58
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2019;16,78
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2018;16,69
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2017;18,2
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2016;17,83
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2015;17,38
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2014;17,41
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2013;17,54
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2012;17,92
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2011;17,61
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2010;18,49
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2009;18,47
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2008;18,09
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2007;18,44
Distribución (porcentajes horizontales);Quintil 2;02 Bebidas alcohólicas y tabaco;2006;18,11
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2023;13,95
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2022;14,21
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2021;13,26
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2020;11,67
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2019;12,86
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2018;12,8
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2017;12,24
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2016;12,3
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2015;11,67
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2014;11,76
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2013;11,79
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2012;12,34
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2011;11,63
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2010;11,68
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2009;12,31
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2008;12,13
